id,displayName,description,family,width,depth,thickness,units,gauge,weightPerMeter,material
SEPARADOR_DE_CABECERA_FORMADA_DE_CINTA_CALIBRE_12,Separador de cabecera formado calibre 12,,,3.75,1 1/2,0.1046,in,12,,
