id,displayName,description,width,length,thickness,units,peralteBase,peraltePorPeraltePoste,material,weightEach,finish,partNumber,unitCost,currency,costUnit
PLACA_BASE_DE_CABECERA_ATORNILLABLE_DE_PLACA_CALIBRE_3_16,"Placa base de cabecera atornillable de placa calibre 3/16"" de 4"" x 4 13/16"" ",Placa base atornillable,4,4 13/16,0.1875,in,1,1,,,,,,,
