id,displayName,description,family,width,depth,thickness,units,gauge,weightPerMeter,material,finish,partNumber,manufacturer,unitCost,currency,costUnit,Ix,Iy,norma,perforacion
POSTE_OMEGA_3_X_3_ATORNILLABLE_CON_TROQUEL_GOTA_DE_AGUA_DE_CINTA_NEGRA_CALIBRE_14,"Poste omega 3"" x 3"" atornillable con 
troquel gota de agua de cinta negra 
calibre 14 ",Poste Omega 3x3 calibre 14,Omega,3,3,0.0747,in,14,,,,,,,,,,,,
