id,displayName,description,family,width,depth,thickness,units,gauge,weightPerMeter,material
TRAVESANO_PARA_POSTE_OMEGA_DE_CINTA_CALIBRE_14,Travesaño para poste Omega 3x3,Travesaño,OMEGA,2,1 1/8,0.0747,in,14,,
