sourceId,revision,idNamespace,publisher,sourceType,nativeUnitSystem,title,url
AISC-SHAPES,16.0,AISC,American Institute of Steel Construction,official technical database,US_CUSTOMARY,AISC Shapes Database v16.0,https://www.aisc.org/aisc/publications/steel-construction-manual/aisc-shapes-database-v160/
