id,displayName,description,family,width,depth,thickness,units,gauge,weightPerMeter,material,blockName,layer
TRAVESANO_DINAMICO_OMEGA_3X3,Travesano dinamico Omega 3x3,Travesano dinamico omega 3x3,OMEGA,3,3,0.105,in,cal. 14,3.1,Acero A36,TRAVESANO_OMEGA_3X3,RACK-CELOSIA
